longitude,latitude,N,P,K,pH,organic_matter,land_use
-120.229585,81.6448255,78.79018249462672,38.48573476690207,69.53411149671084,6.306040474640305,1.3582212093271395,草地
-32.344758,-83.286227,102.56065908572094,73.0371949094151,83.21366497276831,5.467882727399042,2.934048034868772,农田
-60.164645,-24.262343,156.31509173333882,87.01496268531497,32.69618796725345,7.12381203648496,2.2991648255313786,农田
-124.973324,-52.5430735,65.89999666368358,52.7123559593983,49.57146692102129,6.141134661482676,1.2422821689537733,城市用地
-133.325072,56.395715,46.52656194340962,38.21243542005445,64.63613569581894,4.92890473517376,2.7911597357279256,草地
46.517555,68.5091265,129.84389961294798,73.68974820148694,56.62164835616757,6.727829739168367,0.9322639008961796,农田
-164.002739,-81.468401,67.88605280594842,29.80738884122808,73.1953525521252,5.979095700908723,3.745859541825432,林地
-62.619631,-64.8488745,68.29989111367559,28.195392272237093,43.60048971809388,5.759415082927046,2.4618583383370405,林地
91.310554,-27.5455665,40.47452069746655,37.032560197727086,33.354416700609114,6.410623404604638,1.478231598763251,城市用地
-165.75361,71.603172,83.73715983528783,48.52616078219156,76.45979787385008,7.440025616661205,1.345393812074393,城市用地
-73.249851,60.658074,52.40196562680242,26.07390406376909,69.55275169289177,5.75564757204815,1.97500269775359,城市用地
112.56323,84.4520245,124.04500740027196,27.35173677341145,65.6612659993778,6.446108791735831,2.556916824727159,草地
-61.651844,22.613994,80.93002929096312,38.61640220223218,49.65720541476684,6.065487303839985,1.958127915436832,草地
136.359605,30.5836345,92.74416456885096,24.395477342912297,50.30667258849997,7.031177471947156,1.2408648908631763,城市用地
-176.511005,-15.323751,118.47670937322783,39.19135299190546,54.31404462017974,7.40692164563966,1.1948389913263329,城市用地
46.889378,-47.14178,60.85039699455087,39.21518470273221,44.86810976407283,5.751517814439156,1.8365627513869875,城市用地
-30.818959,1.335303,84.43321403545664,40.58971792224825,74.92713982214252,5.333371468894297,4.056092491589428,农田
-64.404305,-48.263789,72.01184137504617,26.533700752385496,54.14878332302752,7.688141646268026,1.5872889064159197,城市用地
-125.126275,0.3539115,96.69165846022804,44.70893292943795,95.42989830631812,6.568538412585329,2.1465871814191897,农田
23.971919,-65.103727,106.10903084929063,46.07814766518109,64.185590233602,5.981723182754858,2.4940958800443416,农田
12.725585,-64.037895,71.62111406773316,20.850264904600685,60.54728467171872,6.360299147679631,1.67807991519469,城市用地
144.122944,2.329911,95.9704873911071,28.99878182329547,62.33844003681176,6.45817322167359,1.6475670421186606,草地
-156.672724,-18.993222,106.72769029278804,40.12677801270741,56.75658514106244,5.9610481078687565,1.8995764392585173,草地
107.885264,33.325926,101.53169147054469,26.9624784391901,36.24044965463932,7.220210670404793,1.7780608992669826,城市用地
23.224098,-56.4922325,91.33306958843058,39.905494845586574,64.66741295600121,5.469873312022143,2.853054607079627,林地
116.374558,-68.8472335,98.54906287259227,41.40119867433013,72.45910874451484,6.420293155300194,2.242513746647883,草地
157.498421,-11.300556,103.1981004967836,48.29149442507966,70.32141393891055,5.827885923022946,1.8999063457047316,草地
14.151326,76.0326315,89.32534412933612,78.01959889329106,66.91557675429094,6.728256086598666,1.595657557503576,农田
-76.765851,64.9817875,91.53144694952807,37.35853579840941,51.78414671116419,5.282358851271032,2.636672579008741,城市用地
-155.398221,-71.328931,114.2570506282574,43.85504194069468,83.97544887182482,6.607689995985186,3.827183249036024,林地
-57.648047,87.5065215,133.40720675924717,57.27616553494373,71.32150861864929,6.646123020955598,5.783938046489837,林地
-137.16201,-12.3180115,75.57929170056055,27.20004692513873,60.415608035643295,6.419273645850969,1.888524897451804,城市用地
-125.77527,-27.5106725,79.34505286568564,18.941687124708736,44.09428845754807,4.971324950036646,1.1965960190225,草地
-30.764057,12.039357,114.05217950912116,41.12864286255628,74.004749000394,5.882891442764172,4.053802052034903,林地
161.280485,31.711401,88.35556141984078,28.68064810202094,77.15161708226839,4.7897132322807305,1.5533875028364648,农田
-92.675747,7.933892,89.97834935469751,35.44940687711714,60.845012329076766,4.5,1.499231606792826,林地
10.734506,9.3696965,63.654971119714645,41.51773595285199,62.16626413718238,5.62330405665866,2.248093709583764,草地
179.797556,-33.7608855,27.07578539928204,17.575818036233944,51.072726033875725,5.385073650941174,1.6082292947909875,城市用地
167.911349,-18.333688,109.4766743317025,19.02351942925318,43.27999589412651,6.039751725478969,2.296490897129732,城市用地
147.024718,-70.833035,84.15087191824047,29.056764777073184,85.43679567466597,5.100221580846934,2.6821530934894167,林地
-88.12064,80.450686,84.16754851979493,37.49693517782112,83.56288743764975,4.825024934855491,4.655461625378921,林地
-48.568135,53.38208,92.09480537895853,52.12501490178316,58.77148358557591,5.915777109716179,3.7746340534293368,林地
68.174062,-46.1369775,130.33618114735808,54.2630620922816,74.06045520634733,5.854033513318952,2.579952535372484,林地
-35.072866,11.859295,95.38402620602427,32.51719973229573,47.55259666665359,8.038282775741362,2.673998464225161,城市用地
119.010119,81.7986265,143.5451489068467,85.60781287985964,89.43105404901877,7.167461568103893,2.986270832267844,农田
-5.902033,-31.047502,166.5968841767431,108.96648333989565,48.51406626875069,7.60920254771248,2.970653765187661,农田
-57.030753,-74.9842715,84.08359288102152,29.27156401523054,57.782458392411456,4.946996585186002,3.110299578633421,林地
-10.642433,-81.383158,100.91149397413685,52.694141381247455,67.99235280466729,5.987948609521055,2.64451135908364,林地
-36.257709,17.6868535,140.92349340152126,64.26914276541861,38.96944530147727,7.861445317722564,3.996339118252414,农田
-66.729451,-72.232632,139.71970216549144,51.83100244949442,44.99337758624876,8.378874936561159,1.398903673783053,城市用地
-11.058598,62.2512355,136.57855548671975,69.65064749427599,64.48417153871682,5.571630039049095,2.239221487214809,农田
171.885954,-32.9234975,218.3986365129992,66.56711934259343,114.55620947318162,7.510243882466233,2.009524253673298,农田
66.344213,82.564235,97.55330429456272,38.32748049634329,56.273922550342505,5.820910608373234,2.852942618497861,林地
-37.793541,-51.6482,117.23876016621784,47.22734210664107,76.48920873744854,7.256802246475359,2.4945577262081366,林地
-47.592865,-52.5182705,66.3788474927922,42.95640383277554,52.37026900080754,4.612294726072801,4.360111366248171,林地
109.361229,60.6911115,143.89366073638828,45.03306277504214,61.73249441853383,5.689757190434938,1.2308291052589324,农田
133.847215,-19.4708365,110.9835321095874,51.21855301685953,68.23842660385087,7.1183833504819205,4.532738913002578,林地
133.281854,25.006828,61.10192775166085,28.311728993077224,27.976523980658875,5.1843675157177405,0.6722769458719544,草地
14.345362,17.213257,142.31597745272833,72.35865099283356,87.43608204129542,8.235922698231748,2.824981348039943,农田
